"date","corr_outflow_m3s"
2019-09-27,1.65612544315039
2019-09-28,1.64156515765291
2019-09-29,1.63395538355651
2019-09-30,1.63395538355651
2019-10-01,1.97466229720674
2019-10-02,1.99191614658236
2019-10-03,1.81990511201138
2019-10-04,2.02800605956901
2019-10-05,1.63395538355651
2019-10-06,1.63395538355651
2019-10-07,3.92766185841752
2019-10-08,2.95144461432674
2019-10-09,1.63395538355651
2019-10-10,1.63395538355651
2019-10-11,1.70372420556627
2019-10-12,1.63395538355651
2019-10-13,1.63395538355651
2019-10-14,1.63395538355651
2019-10-15,1.63395538355651
2019-10-16,2.38585379213064
2019-10-17,0
2019-10-18,1.67168883745091
2019-10-19,1.64924608664225
2019-10-20,1.83980131273283
2019-10-21,1.67195375975356
2019-10-22,1.69458573973672
2019-10-23,0
2019-10-24,1.66416646151362
2019-10-25,1.66389926670375
2019-10-26,2.07286003131099
2019-10-27,7.60978556149221
2019-10-28,1.71552512058295
2019-10-29,1.68285101400357
2019-10-30,0
2019-10-31,3.51002608857506
2019-11-01,4.69255559634319
2019-11-02,1.67866301267371
2019-11-03,1.67866301267371
2019-11-04,1.67866301267371
2019-11-05,1.67866301267371
2019-11-06,1.67866301267371
2019-11-07,2.63270453515814
2019-11-08,0
2019-11-09,1.69295543777162
2019-11-10,1.69295543777162
2019-11-11,1.6990079153328
2019-11-12,2.09854904347652
2019-11-13,1.72791237584237
2019-11-14,21.0489456869196
2019-11-15,1.67866301267371
2019-11-16,1.67866301267371
2019-11-17,1.67866301267371
2019-11-18,1.71525491297394
2019-11-19,4.23802038441814
2019-11-20,2.29834221589043
2019-11-21,0
2019-11-22,2.04008055235155
2019-11-23,1.69295543777162
2019-11-24,8.0893380516238
2019-11-25,2.53927415969413
2019-11-26,1.69295543777162
2019-11-27,1.94459884037404
2019-11-28,0
2019-11-29,1.70970157376567
2019-11-30,1.70970157376567
2019-12-01,22.385104184348
2019-12-02,5.38679033710978
2019-12-03,0
2019-12-04,1.70970157376567
2019-12-05,1.70970157376567
2019-12-06,21.6437920752628
2019-12-07,1.7486304733507
2019-12-08,1.69295543777162
2019-12-09,23.4815382463491
2019-12-10,3.47208891146533
2019-12-11,2.20155817832853
2019-12-12,1.67866301267371
2019-12-13,1.67866301267371
2019-12-14,9.52506930648258
2019-12-15,1.91946999208076
2019-12-16,1.67866301267371
2019-12-17,3.25553557607123
2019-12-18,1.78348035597885
2019-12-19,1.67866301267371
2019-12-20,20.9858847428445
2019-12-21,1.66367024256196
2019-12-22,1.66367024256196
2019-12-23,1.66367024256196
2019-12-24,20.8452723374761
2019-12-25,1.64924608664225
2019-12-26,1.64939747112518
2019-12-27,1.77943674720453
2019-12-28,20.476480027141
2019-12-29,1.63395538355651
2019-12-30,7.27309938658801
2019-12-31,0
